0,54,21,252696,23589,1927,2129,8138,5462
0,56,23,1211497,46106,11843,11876,5773,11615
0,51,20,2226199,53568,11642,3932,6185,5184
0,43,30,906024,32521,6589,45044,22363,23909
0,38,44,1057903,24621,6670,3980,6676,2972
0,37,47,470162,126671,53584,7022,2883,25085
0,38,53,88863,14830,5174,3107,4889,1966
0,27,44,567517,56527,3339,25177,12082,6522
0,27,44,97980,21076,4048,3433,1695,2043
0,21,66,875967,10241,36877,4653,4588,2655
0,17,63,1242046,43560,12219,7519,3712,3756
0,21,63,617703,20073,6796,3614,4959,3504
0,29,57,490356,96371,13680,14402,18255,31576
0,26,37,35182,41594,12491,6420,4601,1717
0,26,37,35182,41594,12491,6420,4601,1717
0,26,35,66877,13113,9498,1749,742,2077
0,20,47,817128,103054,23619,57771,24983,19594
0,23,26,1920891,426597,23348,25687,53127,23656
0,29,34,1528143,93134,39562,21140,69807,27565
0,24,17,129349,43768,2810,6492,3434,2386
0,30,17,1563960,66426,39957,28052,25121,38494
0,37,53,271130,16319,18340,17000,7163,4631
0,27,61,122654,104284,84636,13123,15196,11646
0,21,51,953702,180942,5683,5942,5078,2855
0,4,37,1670260,324729,27720,23178,9676,9334
0,3,8,1280826,171087,17402,6835,26906,12687
0,1,1,697301,99429,5379,17338,3927,2272
0,7,4,104602,31874,1066,3686,1070,2670
0,13,14,514241,62383,20757,3488,4193,6422
0,27,24,164565,78599,9897,10963,8957,3635
0,26,37,185666,28929,10371,2996,3591,2632
0,27,29,182312,198901,25144,18199,19053,22356
0,16,23,1707264,204823,17625,20447,15370,15063
0,16,23,1707264,204823,17625,20447,15370,15063
0,43,29,72286,6334,2531,2791,4579,1321
0,60,40,43091,7851,8757,6788,3843,26233
0,66,41,247213,11269,694,2825,4326,2670
0,51,30,134385,46993,2912,4715,4242,5779
0,64,16,88687,27854,3227,5323,12990,29445
0,53,11,404769,64151,14008,7872,5976,14786
0,43,24,651773,71254,50953,5978,8253,5573
0,48,27,447364,140361,14307,23517,17851,39253
0,37,35,1018305,61504,14737,16181,59604,13999
0,35,44,848308,71447,33672,29773,16555,18800
0,50,47,270906,27273,2482,35113,5020,22569
0,57,47,4370,22985,4982,7130,6222,30792
0,57,47,4370,22985,4982,7130,6222,30792
0,60,51,70162,5187,3546,3055,3671,1505
0,60,38,93648,33673,7539,8493,15522,16653
0,56,34,56065,25761,3904,2957,9427,22142
0,61,44,29973,11913,10038,14258,2204,12138
0,75,35,6523,6403,2513,7175,18603,15405
0,77,44,63520,11696,15321,3806,6926,12732
0,77,44,63520,11696,15321,3806,6926,12732
0,67,43,5299,15534,18266,8680,4139,23843
0,60,50,115338,7712,619,8190,4388,4685
0,61,48,17648,17728,14705,11190,13644,20908
0,56,61,167520,154706,62590,9234,12662,14860
0,53,57,65269,23230,20872,6161,10749,15340
0,48,63,56942,15852,9595,11611,6196,5659
0,48,63,56942,15852,9595,11611,6196,5659
0,48,61,68557,16090,9042,3298,3483,2345
0,34,61,1686358,90180,1562,58307,17878,5547
0,37,63,43833,31799,16136,35055,5892,16124
0,23,66,326329,61521,17907,11519,7721,4630
0,26,64,636210,59302,16134,27045,16437,14359
0,37,57,218844,46236,15580,4055,9270,12192
0,43,41,45739,26815,7948,5157,14695,17773
0,50,37,415199,19303,3873,2579,2435,4287
0,54,26,24502,29849,3886,6558,9028,10977
0,47,20,2387664,443056,63656,18381,47887,26557
0,47,20,2387664,443056,63656,18381,47887,26557
0,40,40,618569,29589,11858,4978,3250,6713
0,44,48,42066,7897,9106,4847,11982,11350
25,44,48,1029287,925981,84093,45583,52931,55234
